id,keyword,place,tweet,lemmatized_tweet,disaster
9926,trouble,Lansing ?? Ypsilanti ,Must black folks dont wana stir up trouble Which in turn causes them to be silent on the injustice in the wrld htpstcoabKmsasjE,Must black folk dont wana stir up trouble Which in turn cause them to be silent on the injustice in the wrld htpstcoabKmsasjE,0
9927,trouble,Michigan,If al men sauntered like Fred I think Id be in trouble ShalWeDance SumerUnderTheStars TCMParty,If al men saunter like Fred I think Id be in trouble ShalWeDance SumerUnderTheStars TCMParty,0
9928,trouble,Your screen,Photo  year old Yaho Boy in Trouble for Atempting to Bribe EFC Operatives se htptcoObcHpSMHDO,Photo year old Yaho Boy in Trouble for Atempting to Bribe EFC Operatives se htptcoObcHpSMHDO,0
9929,trouble,unknown,Siting in my rom the whole time in vegas to stay out of trouble,Siting in my rom the whole time in vega to stay out of trouble,0
9936,trouble,??9?,Mouna gona get me in trouble,Mouna gona get me in trouble,0
9939,trouble,"Melbourne, Australia",ModCloth having some trouble with your site kep geting this every time I log in htptcodnKkYiFsvT,ModCloth have some trouble with your site kep get this every time I log in htptcodnKkYiFsvT,0
9947,trouble,unknown,BestSeler The trouble in one of Bufets favorite sectors htptcowacMsCz,BestSeler The trouble in one of Bufets favorite sector htptcowacMsCz,0
9951,trouble,Kansas ,corcoran kmurphalurph when these two are in the building laughs and trouble haha GreatÛ htpstcodsmsgyR,corcoran kmurphalurph when these two be in the building laugh and trouble haha GreatÛ htpstcodsmsgyR,0
9954,trouble,Singapore,Click Share in minute infotechnews The Trouble With ReditÛªs Content Policy Update Recode Û htptcowSxohNbv,Click Share in minute infotechnews The Trouble With ReditÛªs Content Policy Update Recode Û htptcowSxohNbv,0
9956,trouble,unknown,I had trouble breathing while listening to kian singing omg,I have trouble breathing while listen to kian sing omg,0
9957,trouble,unknown,Today we played mini golf in the rain I was caled prety by a crepy old guy and pretended we didnt speak English to get out of trouble,Today we played mini golf in the rain I be caled prety by a crepy old guy and pretend we didnt speak English to get out of trouble,0
9959,tsunami,IG : Sincerely_TSUNAMI,AshNigas tink ,AshNigas tink,0
9962,tsunami,unknown,I liked a YouTube video from teamepiphany htptcokuiIgEpZ GTA  Mods NEW TSUNAMI MOD GAMEPLAY HUGE WAVES SHARK HUNTING,I like a YouTube video from teamepiphany htptcokuiIgEpZ GTA Mods NEW TSUNAMI MOD GAMEPLAY HUGE WAVES SHARK HUNTING,0
9964,tsunami,unknown,omfg Johny tsunami comercial,omfg Johny tsunami comercial,0
9966,tsunami,rest easy angel @datboiiharri.,I just wana fod but of course I had to get caught in this fucking tsunami ,I just wana fod but of course I have to get caught in this fuck tsunami,0
9968,tsunami,unknown,TheDIYHacks RT Ilusionimages A tsunami cloud htptcoHtxEVTx,TheDIYHacks RT Ilusionimages A tsunami cloud htptcoHtxEVTx,0
9969,tsunami,in the Word of God,TeriF GodsLove amp thankU beloved sister Teri for RT of NEW VIDEO htptcocybKsXHFd The Coming Apocalyptic US Earthquake amp Tsunami,TeriF GodsLove amp thankU beloved sister Teri for RT of NEW VIDEO htptcocybKsXHFd The Coming Apocalyptic US Earthquake amp Tsunami,0
9970,tsunami,in the Word of God,DArchambau THX for your great encouragement and for RT of NEW VIDEO htptcocybKsXHFd The Coming Apocalyptic US Earthquake amp Tsunami,DArchambau THX for your great encouragement and for RT of NEW VIDEO htptcocybKsXHFd The Coming Apocalyptic US Earthquake amp Tsunami,0
9975,tsunami,unknown,When tsunami says your order wil take  minutes and you placed your order when you were on your way ,When tsunami say your order wil take minute and you place your order when you be on your way,0
9977,tsunami,SIUC | 618,She kept it wet like tsunami she think she saw the titanic I get it hot like wasabi,She kept it wet like tsunami she think she saw the titanic I get it hot like wasabi,0
9981,tsunami,Okinawa,Oh itÛªs a socer bal I thought it was the head of a melting snowman,Oh itÛªs a socer bal I thought it be the head of a melt snowman,0
9993,tsunami,unknown,I liked a YouTube video htptcoaAsFMVbl Cal Of Duty Ghosts Walktrough Part Tsunami,I like a YouTube video htptcoaAsFMVbl Cal Of Duty Ghosts Walktrough Part Tsunami,0
9996,tsunami,"Evansville, IN",I think Tsunami has hit the wal Dang STLCards,I think Tsunami have hit the wal Dang STLCards,0
9997,tsunami,unknown,TALPlays TwitchBang Maliceqt Zelse RhyareGaming dougiedabandit sory what you say theres a twet tsunami hapening,TALPlays TwitchBang Maliceqt Zelse RhyareGaming dougiedabandit sory what you say there a twet tsunami hapening,0
9999,tsunami,unknown,This hightech sphere can be the key to saving lives during a tsunami What would you pack in it htptcoKwlpFqRBVp,This hightech sphere can be the key to save life during a tsunami What would you pack in it htptcoKwlpFqRBVp,0
10002,tsunami,"Louavul, KY",Drunk BMeg ,Drunk BMeg,0
10007,tsunami,http://t.co/mOY6lmu,Help suport the victims of the Japanese Earthquake and Pacific Tsunami htptcoOGbPBQH htptcoMNwnxf hopejapan prayjapan,Help suport the victim of the Japanese Earthquake and Pacific Tsunami htptcoOGbPBQH htptcoMNwnxf hopejapan prayjapan,1
10015,twister,unknown,How many sons would a parson parse if a parson could parse sons popular tongue twister among religious wodchucks,How many son would a parson parse if a parson could parse son popular tongue twister among religious wodchucks,0
10019,twister,"Quezon, Philippines",Twister hits  vilages in Quezon province htptcoehJvgvo htptcopzJcRNrBSr Quezon news,Twister hit vilages in Quezon province htptcoehJvgvo htptcopzJcRNrBSr Quezon news,0
10022,twister,boca raton,lizjilies its such a tongue twister,lizjilies it such a tongue twister,0
10024,twister,unknown,Seriously though Oto Regie Twister and Sam was living that god life on Rocket Power,Seriously though Oto Regie Twister and Sam be living that god life on Rocket Power,0
10026,twister,unknown,Playing twister with a broken arm wasnt the smartest decision Ive made recentlu,Playing twister with a broken arm wasnt the smartest decision Ive make recentlu,0
10033,twister,Flat Rock,when you get stuck on the wicked twister and they have to cal maintenance to get you out htptcoiFPMFsMU,when you get stuck on the wicked twister and they have to cal maintenance to get you out htptcoiFPMFsMU,0
10043,twister,unknown,kady I would pay to watch the leaders play Twister,kady I would pay to watch the leader play Twister,0
10046,twister,unknown,bamagaga Best part of today Your song IM TO BLAME by KIPMOREMUSIC is about to play on  The Twister htptcosKVOTeni,bamagaga Best part of today Your song IM TO BLAME by KIPMOREMUSIC be about to play on The Twister htptcosKVOTeni,0
10051,twister,The Internet,Workrelated Dick Twister That Hapened Today htptcoJcUBshGz,Workrelated Dick Twister That Hapened Today htptcoJcUBshGz,0
10053,twister,unknown,The shortest and hardest tongue twister is Toy Boat Try saying it five times fast,The shortest and hardest tongue twister be Toy Boat Try say it five time fast,0
10062,typhoon,"Bengaluru, India",Strugling to Return to Life Makurazaki Typhon on September   kiled thousands htptcofmpJsHwX htptcoXTotYZAZe,Strugling to Return to Life Makurazaki Typhon on September kiled thousand htptcofmpJsHwX htptcoXTotYZAZe,1
10063,typhoon,ID,Obama Declares Disaster for TyphonDevastated Saipan Obama signs disaster declaration for Northern Marians a htptcoHnivZUk,Obama Declares Disaster for TyphonDevastated Saipan Obama sign disaster declaration for Northern Marians a htptcoHnivZUk,1
10065,typhoon,Breaking News,Map Typhon Soudelors predicted path as it aproaches Taiwan expected to make landfal over southern China by Û htptcoPgDUXtVGg,Map Typhon Soudelors predict path a it aproaches Taiwan expect to make landfal over southern China by Û htptcoPgDUXtVGg,1
10068,typhoon,unknown,Obama signs disaster declaration for Northern Marians after typhon hits US teritory htptcoIPaVKJgDC,Obama sign disaster declaration for Northern Marians after typhon hit US teritory htptcoIPaVKJgDC,1
10078,typhoon,unknown,Typhon Soudelor heads for Taiwan htptcoPgBhLFQC wtf news tv fun funy,Typhon Soudelor head for Taiwan htptcoPgBhLFQC wtf news tv fun funy,1
10086,typhoon,"London, UK",UK WEATHER ALERT Remnants of Asian super typhon Soudelor to cause VIOLENT htptcoJXOcfzKyw htptcosZxvmkK,UK WEATHER ALERT Remnants of Asian super typhon Soudelor to cause VIOLENT htptcoJXOcfzKyw htptcosZxvmkK,1
10094,typhoon,unknown,Trending Viral Spectacular satelite view of Typhon Soudelor rumblevideo htptcoVkFgkZN,Trending Viral Spectacular satelite view of Typhon Soudelor rumblevideo htptcoVkFgkZN,1
10095,typhoon,unknown,WorldNews World Saipan Has No Water Electricity in Typhon Aftermath Voice of America World Gogle News htptcosUdXgNdA,WorldNews World Saipan Has No Water Electricity in Typhon Aftermath Voice of America World Gogle News htptcosUdXgNdA,1
10096,typhoon,Edmonton,Striking views of Super Typhon Soudelor as it tracks toward Taiwan China htptcohsjpHofe,Striking view of Super Typhon Soudelor a it track toward Taiwan China htptcohsjpHofe,1
10097,typhoon,New York ,Saipan has no water electricity in aftermath of typhon htptcoUBAkuOI,Saipan have no water electricity in aftermath of typhon htptcoUBAkuOI,1
10103,typhoon,"Indonesia
",Obama Declares Disaster for TyphonDevastated Saipan Obama signs disaster declaration for Northern Marians a htptcoaMoeJxqyA,Obama Declares Disaster for TyphonDevastated Saipan Obama sign disaster declaration for Northern Marians a htptcoaMoeJxqyA,1
10104,typhoon,United States,abc Obama Declares Disaster for TyphonDevastated Saipan htptcoueHFZTeYHu international news,abc Obama Declares Disaster for TyphonDevastated Saipan htptcoueHFZTeYHu international news,1
10108,upheaval,unknown,SushmaSwaraj Am sure background check of the childs details are done before the kid gets into another upheaval,SushmaSwaraj Am sure background check of the child detail be do before the kid get into another upheaval,0
10122,upheaval,unknown,Where botle chery timbering facilities upheaval entryway fJiZzTxK,Where botle chery timbering facility upheaval entryway fJiZzTxK,0
10123,upheaval,BHUBANESWAR,ArvindKejriwal Bharat is showing silent political upheaval and change to fulfil the wishes of the people Retired DGM NABARD,ArvindKejriwal Bharat be show silent political upheaval and change to fulfil the wish of the people Retired DGM NABARD,0
10128,upheaval,No,MGS came out during a time of great upheaval in my life and itÛªs very od that MGSV is coming and itÛªs also when things are geting ify,MGS come out during a time of great upheaval in my life and itÛªs very od that MGSV be come and itÛªs also when thing be get ify,0
10131,upheaval,unknown,Bat four reasons en route to upheaval versus internet buz value pVDRDLJvc,Bat four reason en route to upheaval versus internet buz value pVDRDLJvc,0
10133,upheaval,#Bitcoinland, htptcoJvHUXzrp Ancient Mayan Tablet with Hieroglyphics Honors Lowly King livescience future Û htptconaQXoMubu,htptcoJvHUXzrp Ancient Mayan Tablet with Hieroglyphics Honors Lowly King livescience future Û htptconaQXoMubu,0
10134,upheaval,unknown,Permutable site conspiracy uptotheminute upheaval QWkD,Permutable site conspiracy uptotheminute upheaval QWkD,0
10135,upheaval,unknown,For THIS FAN this was  upheaval to many Done with this garbage of a show ABCNetwork shondarhimes ElenPompeo htpstcohqTDxKqHB,For THIS FAN this be upheaval to many Done with this garbage of a show ABCNetwork shondarhimes ElenPompeo htpstcohqTDxKqHB,0
10145,upheaval,"Andhra Pradesh, India",Life neds quality and a certain sense of security Being with a person you cant trust can only cause stres and emotional upheaval,Life neds quality and a certain sense of security Being with a person you cant trust can only cause stres and emotional upheaval,0
10148,upheaval,"Books Published, USA",Medieval Upheaval Hardy Boys The Secret Files Franklin W Dixon Aladin htptcoYbijKtlnB,Medieval Upheaval Hardy Boys The Secret Files Franklin W Dixon Aladin htptcoYbijKtlnB,0
10154,upheaval,"Surrey, BC",This wek we received the sad news of our friends daughters cancer prognosis This is the second upheaval in this htptcotpOptWMWFR,This wek we receive the sad news of our friend daughter cancer prognosis This be the second upheaval in this htptcotpOptWMWFR,0
10155,upheaval,"Bentonville, Arkansas",This Is How Retailers Intend to Survive Upheaval htptcoWOcpJiuq retail consumers htptcoJelXFtOpu,This Is How Retailers Intend to Survive Upheaval htptcoWOcpJiuq retail consumer htptcoJelXFtOpu,0
10158,violent%20storm,Philadelphia; World War I,RoxYunkFals August   htptcojNSYjaLA Violent storm strikes city Manayunk floding and damage Sports amp War news,RoxYunkFals August htptcojNSYjaLA Violent storm strike city Manayunk floding and damage Sports amp War news,1
10160,violent%20storm,unknown,Dramatic Video Shows Plane Landing During Violent Storm htptcoYXOdrINr,Dramatic Video Shows Plane Landing During Violent Storm htptcoYXOdrINr,1
10161,violent%20storm,unknown,hipieXox If the word violent comes to mind its fod poisoning Nothing you can do but weather the storm about  hours ,hipieXox If the word violent come to mind it fod poison Nothing you can do but weather the storm about hour,1
10162,violent%20storm,Shanatic/GGian/SRKian,And Kolkata is struck by a Cyclonic Storm Sumthng big is gona hapen day evng Heavy rains nd a violent storm aproachng God help us,And Kolkata be struck by a Cyclonic Storm Sumthng big be gona hapen day evng Heavy rain nd a violent storm aproachng God help u,1
10165,violent%20storm,Chicago,More Severe Weather Heads Toward Chicago Area A brief violent storm swept through the Chicago area Sunday af htptcoJWSLsuKjg,More Severe Weather Heads Toward Chicago Area A brief violent storm swept through the Chicago area Sunday af htptcoJWSLsuKjg,1
10166,violent%20storm,United Kingdom,Terifying POV fotage captures violent landing from inside a pasenger jet during a storm in Amsterdam htptcoTyAOYEpelz,Terifying POV fotage capture violent land from inside a pasenger jet during a storm in Amsterdam htptcoTyAOYEpelz,1
10167,violent%20storm,unknown,WP You work on the top flor of a hotel when sudendly a violent storm comes the news proclaims your city in a Û htptcoSRcdbAL,WP You work on the top flor of a hotel when sudendly a violent storm come the news proclaims your city in a Û htptcoSRcdbAL,1
10170,violent%20storm,"Edmonton, Alberta",RT calgarysun Sun photographer Stuart Dryden spoted this vortex spun of a violent storm in Sylvan Lake abstorm htptcowBZJNGvB,RT calgarysun Sun photographer Stuart Dryden spot this vortex spun of a violent storm in Sylvan Lake abstorm htptcowBZJNGvB,1
10178,violent%20storm,unknown,Holy crap BRAVO Sir Amazing Dramatic Video Shows Plane Landing During Violent Storm htptcoxBbwhUr,Holy crap BRAVO Sir Amazing Dramatic Video Shows Plane Landing During Violent Storm htptcoxBbwhUr,1
10180,violent%20storm,Worldwide,Violent Forces Radio Now Playing Torture Storm Alert TuneIn Player htptcoXsSgEdSbH,Violent Forces Radio Now Playing Torture Storm Alert TuneIn Player htptcoXsSgEdSbH,1
10181,violent%20storm,unknown,Circus tent colapses in violent storm kiling  kids in New Hampshire htptcojsaXEKBTa,Circus tent colapses in violent storm kiling kid in New Hampshire htptcojsaXEKBTa,1
10185,violent%20storm,"Calgary, AB",Storm is here Violent winds and pounding rains in Evergren yc,Storm be here Violent wind and pound rain in Evergren yc,1
10188,violent%20storm,"Harvard Square, Cambridge, MA",Stay inside for the next litle while kids Were having a bit of a violent storm right now kjc,Stay inside for the next litle while kid Were have a bit of a violent storm right now kjc,1
10190,violent%20storm,missouri USA,Watch Violent Storm Causes Deadly Acident at New Hampshire Circus htptcojpPiRZzKA GMA htptconVGCDpIBA,Watch Violent Storm Causes Deadly Acident at New Hampshire Circus htptcojpPiRZzKA GMA htptconVGCDpIBA,1
10196,violent%20storm,Worldwide,Violent Forces Radio Now Playing Axegresor Psalm Before the Storm TuneIn Player htptcoXsSgEdSbH,Violent Forces Radio Now Playing Axegresor Psalm Before the Storm TuneIn Player htptcoXsSgEdSbH,0
10200,violent%20storm,unknown,calgaryweather It would be nice if they would fix radar before another violent storm Uninformed citizens dangerous YC ycweather,calgaryweather It would be nice if they would fix radar before another violent storm Uninformed citizen dangerous YC ycweather,1
10205,violent%20storm,"Greater Vancouver, British Columbia",Shels fotal driling rig broke lose from a towlineampdrifted out of control during violent winter storm incompetent shelno,Shels fotal driling rig broke lose from a towlineampdrifted out of control during violent winter storm incompetent shelno,1
10211,volcano,Herbville,htptcoEClWrW Asics GTI Super Red   Ronie Fieg Kith Red White M x gel grey volcano ,htptcoEClWrW Asics GTI Super Red Ronie Fieg Kith Red White M x gel grey volcano,0
10216,volcano,New York,Force Factor VOLCANO  Capsule Brand New Ful read by eBay htptcoHewutDLDqh htptcoetXzBdua,Force Factor VOLCANO Capsule Brand New Ful read by eBay htptcoHewutDLDqh htptcoetXzBdua,0
10219,volcano,probably watching survivor,The sunset loked like an erupting volcano My initial thought was the Pixar short Lava htptcogsChqFEsT,The sunset loked like an erupt volcano My initial thought be the Pixar short Lava htptcogsChqFEsT,0
10221,volcano,"Richmond, VA & Bristow, VA",CatholicMomVA Or take away his ring amp throw it in a volcano,CatholicMomVA Or take away his ring amp throw it in a volcano,0
10225,volcano,"Algonquin, IL",The highlight of my day has ben playing with my raw volcano humidifier sicklife htptcoteDRuhgi,The highlight of my day have ben play with my raw volcano humidifier sicklife htptcoteDRuhgi,0
10227,volcano,Worcester,Jese evans The Iluminati The Yelowstone Super Volcano Conspiracy htptcowymvcYxzK,Jese evans The Iluminati The Yelowstone Super Volcano Conspiracy htptcowymvcYxzK,0
10228,volcano,unknown,idgaf fly into a volcano,idgaf fly into a volcano,1
10230,volcano,"Sawangan 1, Central Java", KETEP VOLCANO CENTRE ketep PAS htpstcoIdBnKxuL,KETEP VOLCANO CENTRE ketep PAS htpstcoIdBnKxuL,1
10232,volcano,Planet Earth,Learning from the Legacy of a Catastrophic Eruption The New Yorker htptcoyYqPBEt,Learning from the Legacy of a Catastrophic Eruption The New Yorker htptcoyYqPBEt,1
10233,volcano,"Hawaii, USA",USGS M  km S of Volcano Hawai Time  UTC   at epicenter htptcomeVvkaXcdE SM,USGS M km S of Volcano Hawai Time UTC at epicenter htptcomeVvkaXcdE SM,1
10235,volcano,"Kingston, Jamaica",CLUB GOING UP MIXTAPE RNB EDITION  BY DJ VOLCANO X STARZ TEAM DOWNLOAD htpstcoDpBFuUGD,CLUB GOING UP MIXTAPE RNB EDITION BY DJ VOLCANO X STARZ TEAM DOWNLOAD htpstcoDpBFuUGD,0
10238,volcano,Desde Republica Argentina,Sismo M  km S of Volcano Hawai Time  UTC   at epicente htptcoKmgWTZcV CS,Sismo M km S of Volcano Hawai Time UTC at epicente htptcoKmgWTZcV CS,1
10240,volcano,unknown,Quake M  km S of Volcano Hawai,Quake M km S of Volcano Hawai,1
10242,volcano,"Baker, Louisiana",whats the hotest thing youve ever senfirethe suna volcano or this htptcoGLdsHRaiI,whats the hotest thing youve ever senfirethe suna volcano or this htptcoGLdsHRaiI,0
10248,volcano,unknown,The Architect Behind Kanye Wests Volcano New York Times htptcoQJUExXY,The Architect Behind Kanye Wests Volcano New York Times htptcoQJUExXY,1
10254,war%20zone,unknown,Just watched Punisher War Zone IDK why everyone hates it It is basicaly the best posible movie you could get out of Punisher,Just watch Punisher War Zone IDK why everyone hate it It be basicaly the best posible movie you could get out of Punisher,0
10257,war%20zone,Miami,My new sounds War Zone htpstcohNXRfqRkP on SoundCloud,My new sound War Zone htpstcohNXRfqRkP on SoundCloud,0
10261,war%20zone,Enemy of the state ,Samy is here in this war zone Jamal spoke to me on the phone Now my wife is next to speak to me what else cangt htptcoCpfprxoG,Samy be here in this war zone Jamal spoke to me on the phone Now my wife be next to speak to me what else cangt htptcoCpfprxoG,0
10262,war%20zone,baltimore maryland,thelovatoagent omg i fel like i am in a war zone,thelovatoagent omg i fel like i be in a war zone,0
10266,war%20zone,"Wellington City, New Zealand",I think its time for a cup of tea and a scone before I tackle the war zone that is is my bedrom I wonder how many condom packets Il find,I think it time for a cup of tea and a scone before I tackle the war zone that be be my bedrom I wonder how many condom packet Il find,0
10267,war%20zone,MDS af ?,Saipan loks like a war zone though,Saipan loks like a war zone though,1
10271,war%20zone,Canton Ohio,T Shirts  male or female get wit me  days until its game changin time War Zone single wil beÛ htpstcoZpoYRJ,T Shirts male or female get wit me day until it game changin time War Zone single wil beÛ htpstcoZpoYRJ,0
10277,war%20zone,unknown,Um OK dandre Sundays during fotbal seasonfrom about  am  pm women shouldnt even log onshit be a complete war zone,Um OK dandre Sundays during fotbal seasonfrom about be pm woman shouldnt even log onshit be a complete war zone,0
10279,war%20zone,In Range ,Just trying to find my my peace in a Zone of war,Just try to find my my peace in a Zone of war,0
10281,war%20zone,Sky's The limit (B.I.G) ????,Twiter is going to be a war zone today htpstcoQHNqCZvod,Twiter be go to be a war zone today htpstcoQHNqCZvod,0
10282,war%20zone,Canada,The Resistance wages guerila warfare against KPA forces in the Red Zone the wartorn outskirts of htptcoWFxAwQvjr,The Resistance wage guerila warfare against KPA force in the Red Zone the wartorn outskirt of htptcoWFxAwQvjr,0
10285,weapon,"Monroe,LA",When your friend geting whoped and you runing out of weapon options TeamDuval T Vine by TerelT htpstcoSfUfvwC,When your friend get whop and you run out of weapon option TeamDuval T Vine by TerelT htpstcoSfUfvwC,0
10292,weapon,???????????, Stars in  seconds Level  Surgeon Weapon of choice Neutron Rifle calofmini doubleshot,Stars in second Level Surgeon Weapon of choice Neutron Rifle calofmini doubleshot,0
10298,weapon,icon: cheese3d,Yo that guy changed his weapon mid batle how did he do that,Yo that guy change his weapon mid batle how do he do that,0
10300,weapon,unknown,fun fact every rapidfire weapon in the game is a hard counter to the slosher and the splatling,fun fact every rapidfire weapon in the game be a hard counter to the slosher and the splatling,0
10309,weapon,PNW,Slosher is a fucboi weapon,Slosher be a fucboi weapon,0
10311,weapon,????????,No more warPeople ned no any weapon We ned the world of peace htpstcoDhRvYtjlFL,No more warPeople ned no any weapon We ned the world of peace htpstcoDhRvYtjlFL,0
10312,weapon,unknown,AskConor theres a zombie apocalypse the item to your right is your weapon youre either screwed or youre gona live,AskConor there a zombie apocalypse the item to your right be your weapon youre either screw or youre gona live,0
10319,weapon,unknown,True strength is forgivenes Love the most powerful weapon vickysuewrites Broken Circle giveaway boyxboy htptcoZgcEsLNPS,True strength be forgivenes Love the most powerful weapon vickysuewrites Broken Circle giveaway boyxboy htptcoZgcEsLNPS,0
10324,weapon,"Pune, Maharashtra India",On th aniversary of Hiroshima bomb it is important to learn from history and ban this weapon,On th aniversary of Hiroshima bomb it be important to learn from history and ban this weapon,1
10326,weapon,unknown,KnaveTBE lol Not the clas but the clas of weapon,KnaveTBE lol Not the clas but the clas of weapon,0
10328,weapon,??????????????,sindy Im realy glad to hear thatÛ Nowlike usthe world is truely conected I want truely peaceful world without any weapon,sindy Im realy glad to hear thatÛ Nowlike usthe world be truely conected I want truely peaceful world without any weapon,0
10343,weapons,"New York, NY",JPensReal Geno has weapons now Il give him the benefit of the doubt this year Im just not a huge believer Stil not mature enough,JPensReal Geno have weapon now Il give him the benefit of the doubt this year Im just not a huge believer Stil not mature enough,0
10346,weapons,"( ?å¡ ?? ?å¡), ",DANYonPC YouTube Its enginer only again so   rpm weapons no thanks,DANYonPC YouTube Its enginer only again so rpm weapon no thanks,0
10347,weapons,United Kingdom,Helpful Tips For Nuking An Asteroid htptcoGwRsgauJV,Helpful Tips For Nuking An Asteroid htptcoGwRsgauJV,0
10353,weapons,unknown,Im al in favor of keping dangerous weapons out of the hands of fols Lets start with typewriters,Im al in favor of keping dangerous weapon out of the hand of fols Lets start with typewriter,0
10354,weapons,Global,Security experts report that the only way to kep Iran honest and stop her march to nuclear weapons is by htptcoDGnbUsfXkw,Security expert report that the only way to kep Iran honest and stop her march to nuclear weapon be by htptcoDGnbUsfXkw,1
10356,weapons,unknown,Aug  ÛÓKIL  WITH ROCKS Italians Make God Use of Natures Weapons Excel with Bayonet htptcockmMvHUT,Aug ÛÓKIL WITH ROCKS Italians Make God Use of Natures Weapons Excel with Bayonet htptcockmMvHUT,0
10357,weapons,unknown,deray marstu Cop BenefitsGreat Salary Fre Car Fre Rent Fre FodFre Weapons License to Kil amp Rape with Impunity,deray marstu Cop BenefitsGreat Salary Fre Car Fre Rent Fre FodFre Weapons License to Kil amp Rape with Impunity,0
10362,weapons,unknown,Water fight Pen park pm BYOW Bring Your Own Weapons,Water fight Pen park pm BYOW Bring Your Own Weapons,0
10363,weapons,Tokyo,Abe proposed a new plan for abolishing nuclear weapons Yesterday his defense minister made clear nukes are fine htptcoAIRrKuwS,Abe propose a new plan for abolish nuclear weapon Yesterday his defense minister make clear nuke be fine htptcoAIRrKuwS,0
10370,weapons,unknown,NAVY SAYS LT CMDR WHO FIRED SIDEARM IN DEFENSE DURING NOSC CHATANOGA TERORIST ATACK WIL NOT FACE CHARGES htptcovCcDKCqt,NAVY SAYS LT CMDR WHO FIRED SIDEARM IN DEFENSE DURING NOSC CHATANOGA TERORIST ATACK WIL NOT FACE CHARGES htptcovCcDKCqt,1
10373,weapons,unknown,Any atempt to sel weapons to Nigeria is an atempt to upgrad Bokoharm army USA must know this now UN,Any atempt to sel weapon to Nigeria be an atempt to upgrad Bokoharm army USA must know this now UN,0
10386,whirlwind,"?orth, SG. ",Whirlwind ful of bombarded kunais,Whirlwind ful of bombard kunais,0
10388,whirlwind,unknown,BarstolBigCat what a whirlwind,BarstolBigCat what a whirlwind,0
10389,whirlwind,unknown,Ive oficialy ben a St Louisan for one ful year What a crazy awesome overwhelming whirlwind year it has ben Heres to another,Ive oficialy ben a St Louisan for one ful year What a crazy awesome overwhelm whirlwind year it have ben Heres to another,0
10391,whirlwind,unknown,Mising Malaysian airplane Debris was planted ÛÒ Families News WhirlWind News htptcobLdnHKzbh,Mising Malaysian airplane Debris be plant ÛÒ Families News WhirlWind News htptcobLdnHKzbh,1
10397,whirlwind,GARRUS?,Warcraft has always ben this weird referential whirlwind to itself and other things,Warcraft have always ben this weird referential whirlwind to itself and other thing,0
10400,whirlwind,Sheffield.?,ChelseaRosete ah bles ya Not to bad My lifes ben a bit of a whirlwind the last two weks Got a cold to that wont shift sexy,ChelseaRosete ah bles ya Not to bad My life ben a bit of a whirlwind the last two weks Got a cold to that wont shift sexy,0
10403,whirlwind,"Torrance, CA",Join me on FB for Sneak Pek Friday htptcoDKzyYQF for my upcoming novel To Reap a Whirlwind fiction historical wip amwriting,Join me on FB for Sneak Pek Friday htptcoDKzyYQF for my upcoming novel To Reap a Whirlwind fiction historical wip amwriting,0
10404,whirlwind,Northwest Jersey,WAS Times PawSox owners public return from whirlwind trip to Durham htptconKMOVaS,WAS Times PawSox owner public return from whirlwind trip to Durham htptconKMOVaS,0
10408,whirlwind,Japan,I liked a YouTube video htptcoaYTAwVih SOS Rona Guide The Red Whirlwind,I like a YouTube video htptcoaYTAwVih SOS Rona Guide The Red Whirlwind,0
10417,whirlwind,140920-21 & 150718-19 BEIJING,VID Luhan From Luhan Studio Chanel on YOUKU Update htptcoWyeZkQlCJ htptcoCQWZIshR,VID Luhan From Luhan Studio Chanel on YOUKU Update htptcoWyeZkQlCJ htptcoCQWZIshR,0
10425,whirlwind,"Springfield, MO", whirlwind romance dres instore amp online freshoutofthebox getitbeforeitsgone under newnewnew htptcoBUTsCZyN,whirlwind romance dres instore amp online freshoutofthebox getitbeforeitsgone under newnewnew htptcoBUTsCZyN,0
10435,wild%20fires,Toronto,HarperANetflixShow Blazing Sadles a show about wild fires in Alberta,HarperANetflixShow Blazing Sadles a show about wild fire in Alberta,1
10437,wild%20fires,Welt, BREAKING masive wild and field fires reported throughout Germany The most fires are in eastern German htptcozSIyEOO,BREAKING masive wild and field fire report throughout Germany The most fire be in eastern German htptcozSIyEOO,1
10438,wild%20fires,unknown,We al complain about PA but atleast we dont have those wild fires taking our homes like north Cali or the flods in Florida right now,We al complain about PA but atleast we dont have those wild fire take our home like north Cali or the flods in Florida right now,1
10440,wild%20fires,YYC,my wife has opted to take holidays amp historicaly since we met lanahilman gets special treatment her bonfires cant start wild firesRAIN,my wife have opt to take holiday amp historicaly since we met lanahilman get special treatment her bonfire cant start wild firesRAIN,0
10442,wild%20fires,unknown,Like blazing wild fires singing Your name,Like blazing wild fire sing Your name,0
10447,wild%20fires,unknown,NetNewsLedger Wild Fire Update ÛÒ August   THUNDER BAY ÛÒ WEATHER ÛÒ ThereåÊwere no new fires confirmed by t htptcoJflxgEmBdA,NetNewsLedger Wild Fire Update ÛÒ August THUNDER BAY ÛÒ WEATHER ÛÒ ThereåÊwere no new fire confirm by t htptcoJflxgEmBdA,1
10452,wild%20fires,unknown,myralyn Becuase it can cause property damage and cause wild fires,myralyn Becuase it can cause property damage and cause wild fire,1
